Rendering est
  INFO     Rendering texts in 10621 tiles...                                                                                                                                                                
         23726113 function calls (23592317 primitive calls) in 70.825 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _make.py:818(<dictcomp>)
        2    0.000    0.000    0.000    0.000 console.py:1043(width)
        1    0.000    0.000    0.000    0.000 _pyio.py:2207(close)
      267    0.000    0.000    0.000    0.000 dataclasses.py:1099(<genexpr>)
        1    0.000    0.000    0.000    0.000 IcoImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:58(Manager)
        1    0.000    0.000    0.000    0.000 _psposix.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:38(Column)
       21    0.000    0.000    0.000    0.000 cells.py:58(_get_codepoint_cell_size)
        2    0.000    0.000    0.000    0.000 _field_common.py:18(<listcomp>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 _geometry.py:37(GeometryType)
       31    0.000    0.000    0.000    0.000 dataclasses.py:305(__set_name__)
        1    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
        1    0.000    0.000    0.000    0.000 strtree.py:14(BinaryPredicate)
        3    0.000    0.000    0.000    0.000 gettext.py:542(find)
        1    0.000    0.000    0.000    0.000 nodes.py:1(<module>)
       12    0.000    0.000    0.000    0.000 schema.py:701(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2974(__array_finalize__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:358(issubdtype)
       15    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 memory_monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 worker.py:941(RayContext)
        1    0.000    0.000    0.000    0.000 _mapping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:669(RefResolver)
        1    0.000    0.000    0.000    0.000 zipfile.py:2200(make)
        1    0.000    0.000    0.000    0.000 _base_call.py:152(UnaryStreamCall)
        1    0.000    0.000    0.000    0.000 tensorflow_datasource.py:14(SimpleTensorFlowDatasource)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       67    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 resources.py:129(_path_from_reader)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 Jpeg2KImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _checked_types.py:360(CheckedPSet)
        6    0.000    0.000    0.000    0.000 text.py:720(get_current_style)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        7    0.000    0.000    0.000    0.000 threading.py:545(__init__)
       11    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 pager.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 table.py:851(<listcomp>)
        1    0.000    0.000    0.000    0.000 import_thread.py:1(<module>)
       38    0.000    0.000    0.000    0.000 dataclasses.py:324(__init__)
        1    0.000    0.000    0.000    0.000 cmd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        1    0.000    0.000    0.000    0.000 _common.py:38(get_resource_reader)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 pandas_block.py:81(PandasBlockBuilder)
       23    0.000    0.000    0.000    0.000 annotations.py:121(inner)
        1    0.000    0.000    0.000    0.000 utils.py:102(LazyFile)
        1    0.000    0.000    0.000    0.000 SunImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 workflow_state_from_storage.py:1(<module>)
       16    0.000    0.000    0.000    0.000 protocol.py:19(rich_cast)
       47    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      102    0.000    0.000    0.000    0.000 inspect_util.py:32(is_class_method)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 common.py:84(WorkflowStatus)
        1    0.000    0.000    0.000    0.000 latin1prober.py:1(<module>)
        5    0.000    0.000    0.000    0.000 lexer.py:42(__new__)
        1    0.000    0.000    0.000    0.000 batcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 jpcntx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:43(<listcomp>)
        7    0.000    0.000    0.000    0.000 enum.py:1011(unique)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 worker.py:325(RemoteFunction8)
        1    0.000    0.000    0.000    0.000 zipfile.py:1216(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
       19    0.000    0.000    0.000    0.000 _make.py:1819(_make_order)
        1    0.000    0.000    0.000    0.000 torch_datasource.py:14(SimpleTorchDatasource)
      265    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
        1    0.000    0.000    0.000    0.000 WmfImagePlugin.py:1(<module>)
      270    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      144    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       41    0.000    0.000    0.000    0.000 platform.py:812(uname)
      102    0.000    0.000    0.000    0.000 inspect.py:629(_is_wrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:1590(cpu_times)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        4    0.000    0.000    0.000    0.000 api.py:93(client_mode_wrap)
        1    0.000    0.000    0.000    0.000 py_obj_scanner.py:44(_PyObjScanner)
        1    0.000    0.000    0.000    0.000 codeop.py:1(<module>)
       10    0.000    0.000    0.000    0.000 padding.py:60(unpack)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pvector.py:27(PythonPVector)
       19    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        4    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        6    0.000    0.000    0.000    0.000 parse.py:331(geturl)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        4    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:31(DegenerateFiles)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 worker.py:360(RemoteFunction9)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       74    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 dependency_pb2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stats.py:45(_DatasetStatsBuilder)
        1    0.000    0.000    0.000    0.000 size_estimator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:54(_any)
        3    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 input_node.py:11(InputNode)
      161    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 Image.py:153(Transpose)
       21    0.000    0.000    0.000    0.000 control.py:187(strip_control_codes)
        1    0.000    0.000    0.000    0.000 filesize.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 common.py:50(WorkflowRef)
        1    0.000    0.000    0.000    0.000 composer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       14    0.000    0.000    0.000    0.000 measure.py:24(normalize)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:1408(_get_protocol_attrs)
        8    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      122    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 Image.py:2770(new)
        1    0.000    0.000    0.000    0.000 internal_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2817(__new__)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.000    0.000 progress_bar.py:43(ProgressBar)
        1    0.000    0.000    0.000    0.000 color_triplet.py:4(ColorTriplet)
       17    0.000    0.000    0.000    0.000 six.py:190(find_spec)
        1    0.000    0.000    0.000    0.000 render.py:7(Template)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 DdsImagePlugin.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1425(_is_callable_members_only)
        1    0.000    0.000    0.000    0.000 _pmap.py:7(PMap)
        1    0.000    0.000    0.000    0.000 cli_logger.py:268(_CliLogger)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(vander)
        1    0.000    0.000    0.000    0.000 linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy.py:1157(MomentumNumpy2D)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 segment.py:658(Segments)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
      122    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       68    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
        1    0.000    0.000    0.000    0.000 exceptions.py:67(TaskCancelledError)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        4    0.000    0.000    0.000    0.000 __init__.py:72(experimental_api)
        1    0.000    0.000    0.000    0.000 worker.py:294(RemoteFunction7)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:1(<module>)
        1    0.000    0.000    0.000    0.000 load_metrics.py:62(LoadMetrics)
        1    0.000    0.000    0.000    0.000 types.py:392(_NumberParamTypeBase)
        1    0.000    0.000    0.000    0.000 _interceptor.py:923(_StreamCallResponseIterator)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(outer)
        1    0.000    0.000    0.000    0.000 gcs_pubsub.py:287(GcsErrorSubscriber)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:1(<module>)
       38    0.000    0.000    0.000    0.000 text.py:386(plain)
        1    0.000    0.000    0.000    0.000 theme.py:18(__init__)
       38    0.000    0.000    0.000    0.000 dataclasses.py:1044(<listcomp>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:1050(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:2809(_CountingAttr)
        2    0.000    0.000    0.000    0.000 console.py:495(group)
        1    0.000    0.000    0.000    0.000 _base_server.py:28(Server)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 __init__.py:932(format)
        1    0.000    0.000    0.000    0.000 charsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:1(<module>)
      306    0.000    0.000    0.000    0.000 inspect.py:2684(default)
       15    0.000    0.000    0.000    0.000 re.py:269(escape)
        2    0.000    0.000    0.000    0.000 table.py:418(add_row)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        2    0.000    0.000    0.000    0.000 argparse.py:1443(add_argument_group)
       10    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 worker.py:265(RemoteFunction6)
        1    0.000    0.000    0.000    0.000 FliImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 temp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 console.py:304(ScreenUpdate)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
        1    0.000    0.000    0.000    0.000 ttCollection.py:1(<module>)
       36    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        8    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 _pset.py:6(PSet)
      432    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        5    0.000    0.000    0.000    0.000 console.py:170(update)
      189    0.000    0.000    0.000    0.000 status_codes.py:115(<genexpr>)
        9    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 serializer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 partitioning.py:17(PartitionStyle)
        1    0.000    0.000    0.000    0.000 live.py:19(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3123(view)
        2    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
